,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
48198,2003,Audi,A4,3,Sedan,automatic,waujt68e83a405503,md,25.0,147966.0,gray,gray,cashmoneycars,2525.0,1650.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
276283,2013,Chevrolet,Cruze,LS,Sedan,automatic,1g1pa5shxd7285811,mi,47.0,20322.0,blue,black,gm financial leasing,10900.0,11100.0,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
364630,2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb9e7416941,il,4.0,12121.0,white,black,gm remarketing,13650.0,13500.0,Thu Mar 05 2015 03:00:00 GMT-0800 (PST)
353426,2008,Kia,Sedona,LX,Minivan,automatic,kndmb233686213783,ga,26.0,94334.0,silver,gray,wells fargo dealer services,4950.0,3200.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
32202,2013,Ford,Escape,SEL,SUV,automatic,1fmcu0hx0dub81047,mi,48.0,29691.0,white,beige,ford motor credit company llc,17600.0,18100.0,Thu Jan 22 2015 01:00:00 GMT-0800 (PST)
365394,2012,Toyota,4Runner,Limited,SUV,,jtebu5jr3c5100507,pa,44.0,11953.0,black,black,r hollenshead auto sales inc,34400.0,36000.0,Fri Mar 06 2015 01:00:00 GMT-0800 (PST)
325168,2014,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4eh829972,nj,1.0,21162.0,white,gray,enterprise vehicle exchange / tra / rental / tulsa,14350.0,10750.0,Wed Feb 25 2015 04:00:00 GMT-0800 (PST)
317035,2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u7y0105292,pa,24.0,119260.0,brown,beige,bobby rahal volvo jaguar land rover,3850.0,4600.0,Wed Feb 18 2015 01:00:00 GMT-0800 (PST)
352651,2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac7bh016234,fl,43.0,93326.0,blue,beige,auto sails inc,8100.0,8700.0,Wed Feb 25 2015 01:35:00 GMT-0800 (PST)
39042,2010,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap9ac806788,tx,19.0,87259.0,blue,black,security service fcu (sscu),11500.0,5400.0,Wed Mar 04 2015 02:00:00 GMT-0800 (PST)
199912,2010,Chevrolet,Cobalt,LT,Sedan,automatic,1g1ad5f51a7135708,tn,4.0,56582.0,silver,gray,exeter finance corp,6250.0,6400.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
115540,2008,BMW,1 Series,128i,Convertible,automatic,wbaun13528vh79934,ca,23.0,74130.0,blue,brown,high bid trading co inc,10750.0,11100.0,Wed Jan 14 2015 04:15:00 GMT-0800 (PST)
85820,2013,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap0dc837061,fl,2.0,45765.0,—,black,enterprise vehicle exchange / tra / rental / tulsa,14350.0,14300.0,Tue Jan 06 2015 01:00:00 GMT-0800 (PST)
514150,2012,Ford,F-150,XLT,supercrew,automatic,1ftfw1efxcfa94210,co,33.0,33411.0,black,gray,ford motor credit company llc pd,26100.0,26300.0,Wed Jun 10 2015 04:00:00 GMT-0700 (PDT)
116735,2007,Nissan,Murano,SL,SUV,automatic,jn8az08w87w611053,fl,24.0,97763.0,burgundy,—,nicholas financial inc/clearwater,8575.0,7500.0,Thu Jan 15 2015 07:00:00 GMT-0800 (PST)
448633,2008,Honda,Element,EX,SUV,automatic,5j6yh28778l003927,fl,24.0,55177.0,gray,beige,zimmerman auto brokers inc,13100.0,5400.0,Tue Jun 02 2015 02:25:00 GMT-0700 (PDT)
6364,2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h71dr349266,ca,26.0,1.0,white,black,fox rent a car tra,10000.0,3500.0,Thu Jul 02 2015 09:30:00 GMT-0700 (PDT)
345368,2013,Dodge,Journey,SXT,SUV,automatic,3c4pdcbg6dt618818,tx,4.0,47321.0,white,black,santander consumer,14150.0,15000.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
399913,2015,Buick,LaCrosse,Leather Group,Sedan,automatic,1g4gb5g39ff129605,nv,43.0,17535.0,silver,black,enterprise veh exchange/rental,25200.0,24600.0,Fri Mar 06 2015 04:00:00 GMT-0800 (PST)
110316,2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk7eu400719,nc,32.0,17194.0,—,black,toyota motor sales usa inc/program,16400.0,16300.0,Tue Jan 20 2015 01:15:00 GMT-0800 (PST)
54465,2011,Ford,F-150,FX2,SuperCrew,automatic,1ftfw1ct6bfc29674,tx,36.0,61504.0,red,gray,ford motor credit company llc,22200.0,18900.0,Wed Jan 07 2015 10:30:00 GMT-0800 (PST)
211599,2010,Dodge,Nitro,SE Fleet,SUV,automatic,1d4pt2gk2aw108209,ca,49.0,76043.0,white,gray,fiat of ontario,9200.0,11250.0,Wed Jan 28 2015 04:15:00 GMT-0800 (PST)
405554,2015,Ford,Fusion Hybrid,SE,Sedan,automatic,3fa6p0lu6fr186520,co,43.0,20145.0,black,black,budget of omaha/ars,17600.0,18500.0,Wed May 27 2015 04:45:00 GMT-0700 (PDT)
276814,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm301640,ca,34.0,15247.0,black,black,nissan infiniti lt,22400.0,20000.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
379208,2002,Nissan,Maxima,GLE,Sedan,,jn1da31d72t436270,il,3.0,113381.0,silver,gray,total resource auctions-tulsa,2275.0,1900.0,Tue Mar 03 2015 05:00:00 GMT-0800 (PST)
156442,2014,Ford,F-150,XL,Regular Cab,,1ftnf1cf1ekd21017,mo,42.0,9969.0,blue,gray,u-haul technical center,18200.0,18000.0,Tue Feb 17 2015 03:00:00 GMT-0800 (PST)
175954,2011,Ford,F-150,FX4,SuperCrew,,1ftfw1et4bfc99543,pa,36.0,11600.0,black,black,ford motor credit company llc,31600.0,30100.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
529805,2005,Volvo,XC90,T6,suv,automatic,yv1cm911251195124,oh,19.0,112293.0,silver,black,santander consumer,4550.0,4800.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
121547,2013,GMC,Sierra 2500HD,SLT,Crew Cab,automatic,1gt121eg5df174269,nv,27.0,19301.0,red,beige,martin swanty hyundai,37400.0,32250.0,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
127708,2008,Honda,Element,EX,SUV,automatic,5j6yh18728l011895,ga,28.0,55944.0,orange,—,ahfc/honda lease trust/hvt  inc.,11250.0,10300.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
539480,2010,Dodge,Journey,SXT,suv,automatic,3d4pg5fv2at120075,mo,44.0,53461.0,blue,gray,chrysler capital,9950.0,10700.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
377361,2011,Kia,Sorento,Base,SUV,automatic,5xykt3a18bg113930,tn,43.0,44300.0,white,gray,wells fargo dealer services,12100.0,13400.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
235239,2014,Ford,Flex,Limited,Wagon,automatic,2fmgk5d85ebd31213,mo,5.0,5261.0,blue,black,ford motor credit company,26100.0,26700.0,Tue Feb 10 2015 05:30:00 GMT-0800 (PST)
181303,2010,Ford,Expedition,Limited,SUV,automatic,1fmju2a59aeb53569,pa,48.0,58635.0,white,black,daniel thomas sales,23000.0,24900.0,Fri Jan 23 2015 01:30:00 GMT-0800 (PST)
538535,2012,Toyota,RAV4,Base,suv,automatic,2t3bf4dv2cw215609,oh,37.0,25406.0,blue,gray,toyota financial services,15100.0,15100.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
16662,2008,Pontiac,G6,Base,Sedan,automatic,1g2zg57b484199473,oh,37.0,120587.0,gray,black,santander consumer,3700.0,4000.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
509081,2012,Jeep,Wrangler,Unlimited Sahara,suv,manual,1c4bjweg7cl213609,mi,4.0,84324.0,orange,black,northway ford lincoln,24200.0,21900.0,Thu Jun 18 2015 02:30:00 GMT-0700 (PDT)
27622,2002,Toyota,Avalon,XL,Sedan,automatic,4t1bf28b42u202355,il,,189089.0,red,—,primo motor cars,2425.0,2400.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
85416,2013,Dodge,Avenger,SE,Sedan,automatic,1c3cdzag8dn750146,mo,35.0,24834.0,red,black,primeritus remarketing/compass bank,11350.0,10900.0,Tue Jan 06 2015 03:00:00 GMT-0800 (PST)
242748,2012,Toyota,Camry Hybrid,LE,Sedan,automatic,4t1bd1fk9cu046611,az,27.0,30715.0,black,beige,vantage west credit union,17300.0,16000.0,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
175130,2012,GMC,Yukon XL,SLT 1500,SUV,automatic,1gks2ke75cr281947,tx,29.0,52770.0,silver,gray,brunson auto sales,26400.0,27200.0,Wed Jan 21 2015 02:20:00 GMT-0800 (PST)
165250,2011,Chevrolet,Avalanche,LT,Crew Cab,automatic,3gnmcfe05bg199055,ga,49.0,49447.0,silver,gray,hardy chev pont buick gmc,24300.0,27200.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
203289,2010,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7rv1gtxas146691,ut,26.0,66876.0,black,beige,fifth third bank,17850.0,19500.0,Wed Jan 28 2015 03:30:00 GMT-0800 (PST)
510415,2008,Toyota,Land Cruiser,Base,suv,automatic,jtmhy05j185000388,fl,32.0,70587.0,gray,gray,stadium toyota inc,32300.0,33800.0,Thu Jun 04 2015 02:35:00 GMT-0700 (PDT)
78746,2014,Subaru,Legacy,2.5i Sport PZEV,Sedan,automatic,4s3bmbh64e3021442,nj,44.0,7668.0,blue,black,jpmorgan chase bank n.a.,22300.0,21100.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
327508,2010,Ford,Escape,XLT,SUV,automatic,1fmcu9d71aka09157,ny,29.0,95548.0,white,gray,j zap llc,8250.0,8550.0,Thu Feb 19 2015 01:45:00 GMT-0800 (PST)
161615,2013,Toyota,Tacoma,V6,Double Cab,automatic,3tmlu4en1dm104755,tn,43.0,45392.0,gray,gray,meridian remarketing,26900.0,28200.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
301311,2012,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c58cdu61164,nv,47.0,16692.0,blue,beige,bmw north america,37800.0,32500.0,Thu Feb 19 2015 14:30:00 GMT-0800 (PST)
200970,2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhe4ep065450,tx,34.0,34739.0,black,beige,avis corporation,12800.0,12800.0,Wed Feb 11 2015 02:15:00 GMT-0800 (PST)
305719,2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap3ec191871,tn,43.0,28988.0,black,black,nissan north america inc.,15100.0,19600.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
413487,2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,wddhf5kb2da735131,ca,39.0,20188.0,black,black,mercedes-benz financial services,29300.0,28500.0,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
13142,2009,Cadillac,Escalade ESV,Base,SUV,automatic,1gyfk26269r107050,nc,35.0,132703.0,black,black,kernersville chrysler dodge jeep,19150.0,18900.0,Mon Dec 22 2014 09:00:00 GMT-0800 (PST)
84026,2005,Subaru,Outback,2.5i Limited,Wagon,,4s4bp62c257367748,pa,32.0,96349.0,blue,black,faulkner subaru,7225.0,6500.0,Mon Jan 05 2015 04:00:00 GMT-0800 (PST)
432345,2012,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap5cm700016,ca,35.0,35033.0,white,black,nissan infiniti lt,16550.0,15750.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
184769,2010,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1sg8a1286434,md,28.0,79181.0,gray,black,santander consumer,7175.0,7400.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
216062,2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk0eu417524,pa,44.0,12269.0,white,black,toyota motor sales usa inc/program,16750.0,16600.0,Fri Jan 30 2015 01:00:00 GMT-0800 (PST)
255036,2014,GMC,Savana Cargo,2500,Van,automatic,1gtw7fcaxe1902167,fl,41.0,9161.0,white,gray,u-haul,21500.0,21300.0,Fri Feb 20 2015 01:15:00 GMT-0800 (PST)
515578,2014,Dodge,Grand Caravan,R/T,minivan,,2c4rdgeg5er431425,pa,4.0,6613.0,gray,black,enterprise holdings/gdp,20500.0,21300.0,Thu Jun 11 2015 02:30:00 GMT-0700 (PDT)
6426,2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h75dr279299,ca,48.0,12563.0,black,black,ford motor credit company llc pd,14950.0,15500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
478607,2011,Jaguar,XK,XKR,convertible,automatic,sajwa4ec8bmb41626,ca,34.0,25206.0,black,black,jpmorgan chase bank n.a.,43500.0,43500.0,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
271099,2001,Mazda,Tribute,LX-V6,SUV,,4f2yu08171km13074,va,23.0,131571.0,beige,beige,credit acceptance corp/vrs/southfield,2225.0,1900.0,Thu Feb 12 2015 01:05:00 GMT-0800 (PST)
255767,2013,Dodge,Journey,SXT,SUV,automatic,3c4pddbg8dt571555,pa,37.0,26531.0,black,black,sherwood ford lincoln of salisbury,17250.0,16000.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
453245,2012,Chevrolet,Malibu,LS,Sedan,,1g1zb5e04cf245661,pa,49.0,29687.0,white,gray,fiserv/usb dealer services northstar exchange,11100.0,12400.0,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
430847,2004,BMW,X5,4.4i,SUV,automatic,5uxfb53504lv04270,ms,36.0,122712.0,silver,black,dt credit corporation,4925.0,3800.0,Thu May 21 2015 03:15:00 GMT-0700 (PDT)
150578,2014,Toyota,Corolla,L,Sedan,automatic,2t1burhe4ec025448,fl,43.0,1242.0,—,gray,world omni financial corporation,14200.0,14000.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
69358,2013,Ford,Escape,SEL,SUV,automatic,1fmcu9hx5dua52578,mi,43.0,8968.0,blue,black,ford motor credit company llc,22400.0,22500.0,Thu Jan 08 2015 09:00:00 GMT-0800 (PST)
178416,2005,,,,,automatic,5fnyf18685b014933,va,35.0,117241.0,gray,gray,pohanka acura,6600.0,7300.0,Thu Jan 22 2015 01:50:00 GMT-0800 (PST)
401853,2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap3bc868382,fl,28.0,42977.0,white,tan,nissan-infiniti lt,16350.0,16200.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
204485,2006,Ford,Taurus,SEL,Sedan,automatic,1fafp56u86a231444,ca,21.0,160127.0,blue,beige,oregon auto finance,1375.0,600.0,Tue Feb 17 2015 04:30:00 GMT-0800 (PST)
160685,2006,GMC,Sierra 2500HD,SLT,Crew Cab,automatic,1gthk23d96f139699,ma,27.0,86082.0,white,tan,clay chevrolet hyundai,18500.0,22000.0,Tue Jan 20 2015 02:00:00 GMT-0800 (PST)
348535,2014,Ram,1500,SLT,Quad Cab,automatic,1c6rr7gt7es396260,nj,45.0,13137.0,black,black,enterprise veh exchange/rental,26700.0,27800.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
208098,2011,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g1wf5ek5b1268767,fl,41.0,84026.0,blue,gray,ge fleet services for itself/servicer,6875.0,7100.0,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
539645,2010,Kia,Forte,EX,sedan,,knafu4a29a5057014,qc,27.0,232616.0,blue,black,villa toyota scion,3350.0,1850.0,Tue Jun 16 2015 03:00:00 GMT-0700 (PDT)
457610,2013,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g1wf5e36d1224451,ca,35.0,63847.0,black,black,dtg operations inc,8575.0,8600.0,Wed Jun 10 2015 05:30:00 GMT-0700 (PDT)
234531,1995,Mercury,Tracer,Base,Sedan,automatic,3masm10j2sr656828,pa,2.0,82909.0,beige,tan,purple heart,625.0,300.0,Tue Feb 10 2015 05:01:00 GMT-0800 (PST)
210125,2012,Lexus,RX 350,Base,SUV,automatic,2t2bk1baxcc136706,ca,47.0,27631.0,black,beige,lexus financial services,29600.0,31500.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
270862,2003,Chevrolet,Impala,Base,Sedan,automatic,2g1wf52ex39337180,ga,25.0,156443.0,silver,blue,credit acceptance corp/vrs/southfield,1400.0,1800.0,Tue Feb 10 2015 05:10:00 GMT-0800 (PST)
423784,2012,Cadillac,SRX,Performance,SUV,automatic,3gyfnbe3xcs565079,fl,37.0,22697.0,white,beige,the collection,28100.0,14000.0,Thu May 14 2015 02:15:00 GMT-0700 (PDT)
285904,2011,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1et3bfc60393,il,36.0,105727.0,red,gray,midtown motors,18050.0,17000.0,Tue Feb 10 2015 02:00:00 GMT-0800 (PST)
425177,2011,Mercedes-Benz,GLK-Class,GLK350,SUV,automatic,wdcgg5gb7bf606405,pa,5.0,37172.0,black,black,royal coast auto inc,22900.0,22300.0,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
506813,2014,Toyota,Tundra,Limited,crewmax cab,,5tfhy5f11ex353354,pa,49.0,25764.0,—,beige,r hollenshead auto sales inc,37600.0,37800.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
114550,2010,BMW,X5,xDrive48i,SUV,automatic,5uxfe8c51al310870,nv,42.0,62828.0,green,brown,unique autos,22800.0,22500.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
364183,2012,Audi,A8,L 4.2 quattro,Sedan,,waurvafdxcn014243,pa,43.0,34383.0,white,brown,r hollenshead auto sales inc,40900.0,44400.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
23370,2005,Toyota,Avalon,XLS,Sedan,automatic,4t1bk36bx5u012083,ut,,96518.0,gold,—,larry h. miller toyota,6700.0,8500.0,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
61297,2014,Acura,TSX,Base,Sedan,automatic,jh4cu2f48ec002137,nv,42.0,3116.0,white,beige,ahfc/honda lease trust/hvt  inc acuras,22000.0,23000.0,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
50841,2013,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg4dr605102,mi,43.0,32259.0,white,tan,chrysler capital,16750.0,16600.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
427005,2012,Ford,Fusion,S,Sedan,automatic,3fahp0ga5cr304965,ca,38.0,59558.0,—,beige,lease plan usa,9350.0,9600.0,Tue May 19 2015 05:00:00 GMT-0700 (PDT)
230115,2014,Chrysler,200,LX,Sedan,automatic,1c3ccbab5en237081,fl,3.0,21777.0,blue,black,hertz corporation/gdp,11500.0,11100.0,Mon Feb 02 2015 04:30:00 GMT-0800 (PST)
285362,2014,Chevrolet,Equinox,LS,SUV,automatic,2gnalaek4e6149254,fl,44.0,9544.0,silver,black,braman motors,17950.0,18000.0,Thu Feb 12 2015 01:40:00 GMT-0800 (PST)
190578,2011,Infiniti,G Coupe,IPL,G Coupe,automatic,jn1cv6ek3bm215057,fl,45.0,37682.0,gray,black,nissan infiniti lt,25500.0,17000.0,Wed Feb 04 2015 09:00:00 GMT-0800 (PST)
191756,2013,Dodge,Grand Caravan,SE,Minivan,automatic,2c4rdgbg2dr723648,fl,39.0,39575.0,white,black,ez rent a car inc,12950.0,13200.0,Tue Jan 27 2015 01:00:00 GMT-0800 (PST)
421881,2014,Ford,E-Series Van,E-250,E-Series Van,,1ftne2ew1eda19222,pa,26.0,10373.0,white,gray,u-haul,20000.0,19300.0,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
387154,2007,Chrysler,300,C,Sedan,automatic,2c3ka63h07h684827,ga,27.0,123387.0,red,gray,tdaf remarketing,7350.0,8700.0,Tue Mar 03 2015 05:10:00 GMT-0800 (PST)
286075,2011,Honda,Accord,LX-P,Sedan,automatic,1hgcp2f40ba057845,tx,41.0,50760.0,burgundy,tan,credit acceptance corp/vrs/southfield,10800.0,12500.0,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
231762,2005,Chevrolet,TrailBlazer,LS,SUV,automatic,1gnds13sx52151509,fl,21.0,132351.0,burgundy,beige,branford motor 1,3050.0,1900.0,Tue Feb 03 2015 01:15:00 GMT-0800 (PST)
419635,2014,Ford,Expedition,EL Limited,SUV,automatic,1fmjk2a55eef63913,il,42.0,16981.0,black,beige,ford motor credit company,42600.0,40900.0,Tue May 19 2015 04:00:00 GMT-0700 (PDT)
23870,2004,Chevrolet,Tahoe,LS,SUV,automatic,1gnec13z74r281722,tx,,109420.0,gray,gray,jerry's gm,5400.0,8100.0,Fri Dec 19 2014 14:00:00 GMT-0800 (PST)
107935,2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g51ens09650,nj,5.0,6049.0,black,—,bmw north america greer,32600.0,34500.0,Tue Jan 13 2015 14:00:00 GMT-0800 (PST)
37641,2012,Kia,Optima,EX,Sedan,,5xxgn4a76cg022557,pa,43.0,48400.0,red,beige,kia motors finance,13650.0,14100.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
118379,2003,Chevrolet,Impala,Base,Sedan,automatic,2g1wf52e839349389,pa,3.0,118853.0,silver,gray,meridian remarketing,1850.0,3000.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
52578,2012,Dodge,Grand Caravan,SXT,Minivan,,2c4rdgcg0cr173539,pa,34.0,30100.0,black,black,citiwide auto leasing,12550.0,11000.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
185747,2007,GMC,Yukon XL,SLE 1500,SUV,automatic,1gkfk16327j306508,pa,2.0,158896.0,white,black,bmw of sterling,9025.0,8900.0,Fri Jan 23 2015 01:15:00 GMT-0800 (PST)
13877,2009,GMC,Yukon,SLT1,SUV,automatic,1gkfc33079r280303,tx,,115028.0,black,tan,pro financial inc,16300.0,17400.0,Wed Dec 17 2014 10:20:00 GMT-0800 (PST)
381271,2012,GMC,Acadia,SL,SUV,automatic,1gkkrned7cj192835,pa,38.0,34829.0,gray,black,keller chevrolet inc,18250.0,17700.0,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
93951,2004,Dodge,Durango,SLT,SUV,,1d4hd48d94f127602,tn,1.0,80794.0,red,—,beaman dodge chrysler jeep ram,3775.0,1100.0,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
283442,2013,Hyundai,Elantra GT,Base,Hatchback,automatic,kmhd35le0du150505,tx,45.0,15384.0,—,black,donlen corporation,13850.0,14400.0,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
291360,2014,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cp8el373951,tn,19.0,37616.0,gray,black,exeter finance corp,9625.0,7000.0,Tue Feb 24 2015 02:30:00 GMT-0800 (PST)
340560,2004,Nissan,Maxima,3.5 SL,Sedan,automatic,1n4ba41ex4c888967,ny,38.0,111548.0,black,black,j zap llc,3750.0,5000.0,Thu Feb 19 2015 01:45:00 GMT-0800 (PST)
216284,2013,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb5d7207331,ca,35.0,46686.0,silver,black,avis rac/san leandro,10800.0,10800.0,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
83541,2006,chrysler,pacifica,fwd v6 touring,,automatic,2a4gm68476r853310,ga,28.0,110457.0,blue,black,carworks inc,3975.0,3300.0,Thu Jan 08 2015 02:00:00 GMT-0800 (PST)
334757,2006,Mitsubishi,Endeavor,Limited,SUV,automatic,4a4mn41s16e078706,nc,43.0,170362.0,white,gray,credit acceptance corp/vrs/southfield,3700.0,3900.0,Mon Feb 23 2015 01:30:00 GMT-0800 (PST)
202295,2012,Lincoln,MKZ,Base,Sedan,automatic,3lnhl2gc7cr825104,il,37.0,25046.0,gray,black,ford motor credit company llc,16600.0,15700.0,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
123335,2013,Subaru,Outback,2.5i Premium,Wagon,automatic,4s4brcbc4d3268590,mn,36.0,80772.0,—,black,ge fleet services for itself/servicer,16200.0,15900.0,Thu Jan 15 2015 02:45:00 GMT-0800 (PST)
135503,2009,Ford,Fusion,SE,Sedan,automatic,3fahp07z49r129364,tx,36.0,88645.0,blue,beige,gm financial,6150.0,4000.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
373960,2013,Ram,1500,Tradesman,Quad Cab,automatic,1c6rr6ft9ds680242,nc,37.0,34903.0,black,gray,chrysler capital,20700.0,20600.0,Mon Mar 09 2015 02:30:00 GMT-0700 (PDT)
434347,1995,,,,,manual,1j4fy29s2sp276767,ca,3.0,122498.0,black,black,cyrus auto sales llc,3275.0,4000.0,Tue May 19 2015 05:30:00 GMT-0700 (PDT)
437355,2011,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,5tdkk3dc7bs056526,oh,35.0,67036.0,gray,gray,toyota financial services,14100.0,15800.0,Mon Jun 01 2015 09:00:00 GMT-0700 (PDT)
463572,2013,Nissan,Xterra,S,suv,automatic,5n1an0nw1dn812821,ca,25.0,37633.0,red,gray,premium auto wholesale,17700.0,16500.0,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
169421,2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a70dg154959,fl,48.0,4640.0,silver,beige,kia motors finance,14550.0,15000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
260684,2003,Chevrolet,Impala,LS,Sedan,automatic,2g1wh52k239156073,oh,19.0,156604.0,white,tan,persian acceptance corp,1650.0,1100.0,Thu Feb 05 2015 01:00:00 GMT-0800 (PST)
193990,2011,Infiniti,EX,EX35,SUV,automatic,jn1aj0hp8bm800112,ga,48.0,45936.0,black,gray,nissan infiniti lt,21400.0,22000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
10311,2014,Dodge,Charger,SE,Sedan,,2c3cdxbg2eh284534,va,4.0,19553.0,gray,black,pv holding inc/gdp,16200.0,15800.0,Thu Dec 18 2014 08:45:00 GMT-0800 (PST)
58768,2005,Chevrolet,Classic,Fleet,Sedan,automatic,1g1nd52f35m178096,wi,19.0,109219.0,white,gray,dt credit corporation,2275.0,500.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
248599,2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap4dc176570,pa,35.0,27306.0,black,beige,nissan-infiniti lt,13950.0,17000.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
199473,2012,Mazda,CX-9,Touring,SUV,,jm3tb3cv1c0335876,va,41.0,43725.0,silver,black,jpmorgan chase bank n.a.,19000.0,18000.0,Thu Feb 26 2015 01:20:00 GMT-0800 (PST)
15832,2008,GMC,Acadia,SLT-2,SUV,automatic,1gker337x8j139584,mi,28.0,100128.0,blue,beige,jpmorgan chase bank n.a.,11750.0,8500.0,Thu Jan 15 2015 01:30:00 GMT-0800 (PST)
149253,2011,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep7bc115229,tx,21.0,34180.0,silver,black,best way autos,11850.0,7600.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
469913,2011,Ford,Ranger,XLT,supercab,automatic,1ftkr1ee1bpa94263,ms,34.0,30192.0,silver,gray,ford motor credit company llc,15500.0,15100.0,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT)
